225	RFQ202	RFQ_CELL	5.972	-	0.0859936	-	-79.4104	-79.4104	0.092866772	0.014068524	3637.315	121155.86
226	RFQ203	RFQ_CELL	5.989	-	0.0860535	-	-79.2473	-79.2473	0.093412964	0.014109829	3643.304	121336.09
227	RFQ204	RFQ_CELL	6.006	-	0.0861138	-	-79.0833	-79.0833	0.093972298	0.014152003	3649.31	121516.29
228	RFQ205	RFQ_CELL	6.025	-	0.0861746	-	-78.9183	-78.9183	0.094546171	0.014195143	3655.335	121696.52
229	RFQ206	RFQ_CELL	6.043	-	0.0862357	-	-78.7523	-78.7523	0.09513392	0.01423919	3661.378	121876.73
230	RFQ207	RFQ_CELL	6.062	-	0.0862974	-	-78.5854	-78.5854	0.09573611	0.014284179	3667.44	122056.95
231	RFQ208	RFQ_CELL	6.081	-	0.0863594	-	-78.4175	-78.4175	0.09635292	0.014330113	3673.521	122237.16
232	RFQ209	RFQ_CELL	6.101	-	0.086422	-	-78.2487	-78.2487	0.096984913	0.014377025	3679.622	122417.38
233	RFQ210	RFQ_CELL	6.121	-	0.0864849	-	-78.079	-78.079	0.097632032	0.014424902	3685.743	122597.59
234	RFQ211	RFQ_CELL	6.141	-	0.0865484	-	-77.9084	-77.9084	0.098295072	0.014473793	3691.884	122777.8
235	RFQ212	RFQ_CELL	6.162	-	0.0866123	-	-77.7369	-77.7369	0.098973983	0.014523684	3698.046	122958
236	RFQ213	RFQ_CELL	6.184	-	0.0866767	-	-77.5645	-77.5645	0.099670458	0.014574687	3704.23	123138.22
237	RFQ214	RFQ_CELL	6.206	-	0.0867415	-	-77.3912	-77.3912	0.10038353	0.014626722	3710.436	123318.44
238	RFQ215	RFQ_CELL	6.228	-	0.0868069	-	-77.217	-77.217	0.10111407	0.014679839	3716.664	123498.66
239	RFQ216	RFQ_CELL	6.251	-	0.0868727	-	-77.0419	-77.0419	0.10186262	0.014734068	3722.915	123678.88
240	RFQ217	RFQ_CELL	6.274	-	0.0869391	-	-76.866	-76.866	0.10262845	0.014789343	3729.189	123859.1
